,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,value
63,15750,45.5,0.5,12.25,0.43,20.0,1.22,4
201,50250,27.0,3.0,8.0,3.27,17.5,1.8,3
229,57250,43.75,1.09,22.75,1.09,33.75,1.3,1
148,37000,45.5,0.5,18.5,0.5,17.5,0.87,4
377,94250,39.75,3.9,15.25,1.92,15.5,4.15,6
90,22500,35.25,1.3,19.25,5.07,16.5,6.69,6
452,113000,27.0,0.0,23.33,0.47,20.33,0.47,0
270,67500,38.0,8.03,14.25,1.92,19.25,1.92,3
323,80750,45.0,0.0,7.67,2.62,14.75,0.43,5
264,66000,31.5,10.5,17.5,9.01,19.25,2.49,6
151,37750,26.5,0.5,21.0,0.0,26.0,1.0,0
221,55250,41.5,1.5,17.5,1.5,16.5,1.5,6
95,23750,27.25,0.43,24.0,0.0,18.0,0.0,0
278,69500,17.5,1.5,21.25,1.48,19.0,1.22,0
150,37500,42.0,0.0,15.0,0.0,10.5,1.5,4
460,115000,45.0,0.0,10.0,0.82,10.0,1.63,5
39,9750,43.75,0.83,23.75,0.43,30.25,0.43,1
451,112750,35.33,3.3,17.33,1.25,15.0,4.64,6
292,73000,42.0,0.0,22.75,0.43,32.0,0.0,1
260,65000,45.2,0.4,5.33,2.87,10.8,0.4,4
222,55500,25.75,1.3,11.25,0.83,9.0,0.71,2
249,62250,40.5,0.5,5.0,0.0,13.5,0.5,2
275,68750,33.5,5.41,13.75,2.77,15.25,4.71,6
305,76250,43.67,0.47,9.0,0.0,8.25,3.96,4
389,97250,27.0,0.0,14.25,0.43,11.25,0.83,0
79,19750,44.0,1.0,23.0,0.71,36.0,0.0,1
377,94250,43.5,0.5,20.5,0.5,21.25,0.43,5
107,26750,36.25,3.9,14.75,1.79,14.25,4.82,3
131,32750,45.0,0.0,18.0,0.0,14.67,0.47,4
375,93750,44.5,0.5,25.67,0.94,30.0,0.0,1
308,77000,42.25,0.43,21.0,0.0,4.75,1.3,4
42,10500,41.5,0.5,17.75,0.83,34.5,1.5,1
475,118750,39.33,0.47,12.0,0.0,0.0,0.0,2
437,109250,45.5,0.5,25.0,0.82,33.0,0.0,1
177,44250,44.5,0.5,18.0,0.0,11.5,0.87,4
172,43000,41.5,0.5,13.25,0.43,1.0,0.0,2
137,34250,39.5,0.5,1.0,0.0,15.75,0.83,2
385,96250,39.5,0.5,5.5,2.6,14.5,0.87,2
73,18250,33.0,3.67,19.75,2.95,16.0,2.74,6
446,111500,45.0,0.0,20.25,1.92,20.0,1.22,5
436,109000,39.0,0.0,7.67,0.47,16.75,0.83,2
110,27500,35.75,0.43,16.33,4.64,12.33,0.47,3
167,41750,33.0,6.48,16.0,2.16,17.5,3.77,3
22,5500,43.5,0.5,14.75,0.43,32.0,0.0,1
235,58750,40.0,1.41,13.75,2.49,16.5,0.5,6
170,42500,43.5,0.5,18.33,0.47,12.33,0.47,4
97,24250,45.25,0.43,4.0,0.82,20.5,0.5,5
254,63500,38.0,3.81,19.25,3.83,16.67,0.94,3
10,2500,43.75,0.43,19.0,2.0,32.75,0.43,1
308,77000,36.5,0.87,16.25,1.79,15.0,2.55,5
114,28500,27.5,2.18,17.0,2.35,18.75,2.28,3
3,750,39.5,0.5,23.0,0.71,33.0,0.0,1
344,86000,45.0,0.0,19.0,0.0,6.33,0.47,4
277,69250,40.33,0.94,12.0,0.0,0.0,0.0,2
65,16250,45.0,0.0,12.75,0.83,13.75,1.3,5
419,104750,44.33,0.94,23.67,0.47,15.0,1.0,5
232,58000,32.75,5.67,17.5,5.68,21.5,3.57,6
220,55000,40.5,0.5,12.0,0.0,1.67,0.94,2
338,84500,39.5,0.5,3.75,0.43,12.25,0.43,2
355,88750,43.0,1.22,7.67,3.09,14.0,5.61,6
355,88750,39.6,0.49,3.8,0.4,12.0,0.71,2
282,70500,38.5,0.5,19.67,1.25,29.33,0.47,1
274,68500,40.5,0.5,12.0,0.0,2.0,1.0,2
416,104000,45.0,0.0,18.5,0.5,12.75,0.83,4
390,97500,36.0,0.0,15.0,0.0,12.67,0.94,4
308,77000,43.0,1.58,13.5,4.03,18.75,2.59,6
275,68750,44.5,0.5,14.67,0.47,29.67,0.47,1
240,60000,36.0,5.2,13.25,6.5,14.75,1.79,3
442,110500,45.0,0.0,20.5,0.5,14.5,0.5,4
413,103250,34.33,2.36,12.67,4.11,15.0,2.45,6
314,78500,45.33,0.47,18.5,0.5,13.0,0.82,4
342,85500,44.67,0.47,14.5,0.5,24.0,0.0,1
317,79250,39.5,0.5,21.25,0.43,37.0,1.0,1
155,38750,26.5,8.17,16.5,1.5,13.25,4.55,3
4,1000,39.0,1.58,14.67,3.68,19.5,1.5,6
28,7000,40.25,1.3,14.75,0.43,19.75,1.09,4
9,2250,30.75,2.49,20.25,4.92,16.33,5.25,6
169,42250,35.75,5.36,17.75,2.77,21.25,0.43,6
83,20750,43.33,1.25,16.5,0.87,17.33,5.19,3
443,110750,41.5,0.5,12.67,1.7,16.67,1.7,6
191,47750,34.5,1.5,19.0,1.41,13.75,1.79,6
43,10750,39.2,0.4,8.6,3.2,27.0,0.58,1
474,118500,43.5,0.5,18.75,0.43,1.5,0.5,5
226,56500,24.75,0.43,18.0,0.0,27.75,0.43,0
152,38000,36.5,0.5,8.25,0.83,20.75,0.43,5
473,118250,30.0,0.0,21.0,0.0,20.5,0.5,5
261,65250,45.5,0.5,17.75,0.43,19.75,1.09,4
468,117000,34.0,7.65,13.0,1.0,12.0,6.96,3
415,103750,29.33,6.24,15.5,3.04,15.67,2.62,3
315,78750,37.0,1.0,7.5,0.5,21.0,0.0,5
190,47500,37.0,1.0,13.0,0.71,21.25,0.43,5
2,500,39.0,2.12,16.0,1.58,13.75,2.38,4
457,114250,27.0,6.75,17.75,2.77,17.5,4.15,3
57,14250,31.0,1.22,19.0,2.83,19.75,1.79,6
56,14000,35.5,2.87,16.75,4.15,20.5,1.5,6
259,64750,42.0,0.0,20.33,0.94,33.0,0.0,1
473,118250,27.0,0.0,21.67,0.47,21.33,0.47,0
59,14750,36.5,0.5,12.0,0.0,20.5,0.5,5
402,100500,42.5,0.5,21.0,0.0,17.25,0.83,5
135,33750,45.5,0.5,15.25,0.43,18.5,0.5,4
194,48500,35.5,1.5,18.75,3.77,18.5,4.15,6
171,42750,25.33,0.47,11.67,0.47,15.0,0.0,2
102,25500,21.25,3.27,19.0,1.22,26.25,1.3,0
64,16000,44.5,0.5,21.75,1.3,36.75,0.83,1
225,56250,35.5,0.87,22.67,1.25,19.33,4.78,6
175,43750,41.0,2.45,13.25,1.3,17.25,3.27,3
19,4750,45.75,0.43,19.0,0.0,12.25,0.43,4
54,13500,42.0,0.0,15.0,1.0,33.0,0.0,1
56,14000,41.75,1.79,15.0,3.67,21.0,2.12,6
107,26750,29.0,7.84,11.33,3.4,12.67,1.7,6
251,62750,37.5,1.5,22.5,1.12,24.0,2.12,6
475,118750,40.25,2.49,13.75,2.68,19.25,1.79,6
86,21500,42.0,0.0,11.0,1.22,9.0,2.12,5
146,36500,45.0,0.0,18.0,0.0,23.25,0.43,5
304,76000,42.75,1.48,17.25,2.49,19.75,3.03,6
308,77000,40.25,2.05,18.25,1.3,9.25,5.72,6
39,9750,39.5,0.5,7.0,0.82,10.33,1.25,2
41,10250,35.0,2.83,17.33,1.7,12.0,6.6,6
348,87000,41.33,0.94,15.5,0.87,17.67,0.47,4
418,104500,36.33,0.47,14.67,4.5,23.0,1.0,6
280,70000,29.75,0.43,13.25,1.3,9.5,1.5,0
407,101750,39.25,0.43,0.0,0.0,9.0,0.0,2
141,35250,27.25,0.43,0.0,0.0,11.67,0.47,2
476,119000,48.0,0.0,8.33,0.47,9.67,0.47,2
53,13250,33.0,5.79,16.0,4.85,18.75,1.48,3
238,59500,39.67,0.47,3.33,0.47,17.67,0.47,2
305,76250,29.5,3.35,10.25,6.06,20.75,2.86,1
31,7750,39.5,0.5,9.0,0.0,9.33,0.47,2
161,40250,32.5,0.5,21.0,0.0,17.5,0.87,5
308,77000,23.0,0.71,21.0,0.0,18.0,1.87,0
375,93750,42.5,0.5,11.5,0.87,24.0,0.0,1
93,23250,45.33,0.47,20.33,0.47,13.75,1.3,4
58,14500,36.33,0.47,12.67,0.47,20.75,0.43,5
233,58250,43.0,1.0,16.5,4.97,15.25,5.97,6
409,102250,36.5,8.62,21.0,0.0,15.33,2.36,1
444,111000,33.75,1.3,14.25,1.3,17.25,0.83,5
307,76750,39.25,0.43,3.0,0.82,18.67,0.47,2
422,105500,41.5,1.8,15.33,3.77,16.67,4.99,3
169,42250,39.67,0.47,6.0,0.0,13.0,1.0,2
301,75250,39.0,0.0,5.0,0.0,18.0,0.0,2
70,17500,45.0,0.0,15.0,0.71,24.25,0.43,1
127,31750,35.25,1.3,20.25,0.43,19.75,4.6,6
72,18000,26.25,6.14,12.5,6.06,20.75,5.21,3
455,113750,41.5,0.5,17.0,1.22,26.5,0.5,1
433,108250,39.5,0.5,10.25,1.3,2.0,1.0,2
453,113250,30.0,0.0,21.0,0.0,18.25,0.43,5
294,73500,36.75,2.86,17.67,3.77,13.67,2.05,3
308,77000,39.25,0.43,4.67,1.25,18.67,0.47,2
446,111500,46.25,0.83,16.5,0.87,13.75,0.83,4
366,91500,32.0,1.22,16.33,3.09,18.75,2.86,3
85,21250,38.0,1.0,12.33,2.05,26.33,0.94,1
442,110500,30.8,3.54,19.6,1.62,21.0,3.08,6
51,12750,48.0,0.0,6.0,0.0,4.0,0.82,2
466,116500,45.0,0.0,21.0,0.0,12.5,0.5,4
111,27750,35.0,1.41,17.67,0.47,11.67,2.87,6
230,57500,45.0,0.0,21.0,0.0,11.75,0.83,4
46,11500,30.0,0.0,20.75,0.43,17.75,1.09,5
271,67750,45.0,0.0,18.0,0.0,15.0,0.0,4
309,77250,29.5,1.8,12.5,0.5,26.0,1.41,3
169,42250,39.25,0.43,1.25,0.43,15.25,0.43,2
329,82250,30.25,3.27,16.5,3.35,18.0,4.9,3
75,18750,35.25,1.3,20.0,4.24,20.25,2.59,6
106,26500,45.0,0.0,18.25,1.79,24.5,0.87,1
354,88500,42.75,0.83,18.0,0.0,19.75,0.83,5
23,5750,48.0,0.0,9.0,0.0,9.0,0.0,2
290,72500,32.5,4.27,15.5,4.5,15.5,3.77,6
433,108250,45.5,0.5,15.0,0.0,18.5,0.87,4
185,46250,37.25,1.3,17.33,1.25,17.0,4.74,6
17,4250,17.25,4.92,23.8,0.4,26.4,0.8,0
52,13000,35.25,1.3,14.25,3.11,13.75,3.11,6
167,41750,44.75,0.43,20.25,0.43,12.33,0.47,4
317,79250,48.0,0.0,12.0,0.0,13.5,1.12,4
340,85000,20.25,2.28,23.0,1.58,16.25,3.03,0
324,81000,45.0,0.0,15.0,0.0,23.67,0.47,5
347,86750,43.0,0.71,17.25,0.43,21.0,0.0,5
135,33750,27.0,0.0,7.33,0.47,8.5,0.5,2
324,81000,44.5,0.5,10.25,2.68,16.25,0.83,5
125,31250,30.0,0.0,18.25,0.43,21.5,0.87,0
41,10250,41.25,0.83,19.25,3.03,28.5,0.5,1
21,5250,36.15,3.74,16.5,4.17,14.69,6.12,3
68,17000,39.75,3.9,13.75,1.64,14.5,5.41,3
52,13000,45.0,0.0,15.0,0.0,17.75,0.43,4
320,80000,37.75,4.92,18.33,1.25,13.33,4.19,3
281,70250,20.5,0.5,23.5,0.5,20.75,1.09,0
44,11000,39.5,0.5,5.75,0.43,9.5,0.87,2
13,3250,45.0,0.0,4.0,1.41,15.25,0.43,4
422,105500,37.75,3.27,12.33,2.87,11.75,3.7,6
126,31500,39.25,0.43,2.0,0.0,16.0,1.0,2
205,51250,40.5,1.12,23.75,0.43,20.25,1.3,0
302,75500,48.0,0.0,11.0,0.71,14.0,1.22,4
293,73250,28.5,3.35,18.33,2.36,19.33,2.62,3
252,63000,34.33,1.89,20.25,1.3,21.0,3.27,6
253,63250,45.0,0.0,16.0,0.0,22.75,0.83,5
77,19250,45.25,0.43,15.5,0.5,15.25,0.43,4
389,97250,42.33,0.47,12.0,0.0,24.0,0.0,1
267,66750,44.67,0.47,17.5,0.5,13.67,0.94,4
144,36000,23.0,2.83,12.5,6.5,18.0,0.0,3
114,28500,43.25,1.09,17.5,2.29,17.67,2.87,6
76,19000,27.25,0.43,10.75,1.09,6.5,1.12,2
310,77500,45.0,0.0,11.0,0.0,17.33,0.47,5
65,16250,41.5,0.5,18.25,0.43,12.25,0.43,4
186,46500,43.5,0.5,20.0,0.0,9.33,0.47,5
175,43750,45.0,0.0,24.25,0.43,36.0,0.0,1
204,51000,43.33,0.47,21.0,0.0,10.25,0.83,5
122,30500,43.75,1.09,12.33,4.19,14.25,5.54,6
151,37750,42.5,2.29,13.33,5.91,15.0,6.6,3
87,21750,40.5,1.12,18.5,1.12,16.5,2.6,6
110,27500,45.75,0.43,12.5,0.5,20.5,0.87,4
382,95500,36.5,0.5,10.0,1.87,21.25,0.43,5
272,68000,22.5,0.5,21.0,0.0,18.25,0.43,0
468,117000,42.33,1.25,11.0,3.74,21.67,0.94,6
11,2750,39.5,0.5,23.5,0.5,32.75,0.43,1
176,44000,30.0,0.0,17.25,0.43,28.0,0.0,0
226,56500,30.0,0.0,18.5,0.5,21.5,0.5,0
334,83500,27.33,0.47,14.5,0.5,13.67,1.25,0
438,109500,45.0,0.0,13.75,0.83,21.0,0.0,5
331,82750,39.25,0.43,7.0,0.0,18.0,0.0,2
266,66500,32.33,5.19,20.67,0.47,14.75,0.43,3
18,4500,31.5,4.5,8.33,5.19,13.25,3.96,1
218,54500,27.67,0.47,16.0,1.0,29.0,0.0,0
217,54250,36.75,1.3,12.33,4.5,15.0,3.0,3
222,55500,38.0,1.63,14.25,4.92,16.33,2.36,3
397,99250,45.0,0.0,12.67,0.94,15.75,0.83,5
14,3500,36.5,7.89,12.25,4.44,15.25,7.82,3
171,42750,41.5,0.5,14.0,0.0,1.0,0.0,2
425,106250,42.25,0.43,14.33,0.47,8.0,1.0,4
138,34500,34.33,3.4,22.5,1.5,20.33,0.47,6
424,106000,40.0,0.71,12.0,0.0,1.33,0.47,2
204,51000,39.0,3.67,14.5,2.5,22.0,1.41,6
165,41250,30.0,0.0,11.0,1.22,1.0,0.0,0
300,75000,33.0,0.0,21.0,0.0,13.75,1.3,0
149,37250,30.0,0.0,21.0,0.0,16.5,1.5,5
44,11000,37.75,1.09,16.75,3.49,22.0,2.35,3
330,82500,37.0,1.0,7.5,0.87,21.0,0.0,5
259,64750,45.5,0.5,18.0,0.0,13.0,1.41,4
86,21500,25.5,0.5,10.0,0.0,9.75,1.3,0
432,108000,44.25,0.43,18.5,0.5,11.25,0.83,5
182,45500,43.5,0.5,20.0,0.0,9.5,1.5,5
421,105250,43.75,0.43,18.5,0.5,12.0,0.0,5
49,12250,41.5,0.5,14.5,5.59,18.67,2.62,6
405,101250,38.0,1.41,16.67,1.25,20.25,1.3,6
257,64250,27.0,0.0,4.5,1.5,4.0,0.0,2
373,93250,36.0,7.48,14.0,3.67,15.0,2.55,3
457,114250,35.25,5.4,8.25,4.15,18.5,2.69,6
215,53750,30.0,0.0,21.0,0.0,17.0,0.71,5
348,87000,34.75,9.23,15.5,2.69,15.75,2.59,3
180,45000,29.0,0.0,18.0,0.0,21.0,0.0,0
203,50750,39.5,0.5,2.75,0.83,13.5,0.87,2
302,75500,44.5,0.5,11.25,3.96,17.75,0.43,6
172,43000,39.0,0.0,19.25,1.64,36.0,0.0,1
28,7000,34.75,1.79,18.75,3.9,18.75,1.3,6
203,50750,45.5,0.5,18.0,0.71,15.5,0.5,4
299,74750,39.0,0.82,11.5,3.5,19.25,1.79,6
254,63500,40.5,0.5,12.0,0.0,1.75,0.83,2
152,38000,45.0,0.0,18.0,0.0,18.0,0.0,5
163,40750,31.67,3.68,21.67,1.7,17.0,3.0,6
131,32750,43.75,1.79,15.75,2.49,20.5,3.2,6
150,37500,32.0,3.32,11.25,4.32,13.33,1.25,3
76,19000,36.0,0.0,15.0,1.63,22.25,1.92,6
204,51000,48.0,3.74,18.5,7.4,22.5,2.6,0
126,31500,36.5,0.87,7.75,2.59,15.0,0.0,4
250,62500,45.67,0.47,17.25,0.43,20.67,0.47,4
394,98500,40.25,0.83,13.75,0.43,1.33,0.47,2
385,96250,39.25,3.42,18.5,2.29,16.25,7.73,3
199,49750,42.25,0.43,12.0,0.0,16.75,0.43,4
240,60000,40.0,0.0,15.5,4.15,17.67,4.5,3
170,42500,45.25,0.43,25.5,1.12,37.75,1.3,1
52,13000,27.5,0.5,1.0,0.0,16.5,1.12,0
183,45750,40.25,1.3,13.75,5.4,18.75,2.49,6
322,80500,42.0,0.0,9.0,2.16,15.33,0.94,4
68,17000,39.5,0.5,6.0,0.0,11.5,0.5,2
425,106250,33.25,7.43,18.75,3.9,16.5,6.18,3
297,74250,39.33,0.47,6.0,0.0,18.0,0.0,2
479,119750,38.67,5.79,13.0,1.41,15.75,3.34,3
122,30500,30.0,0.0,6.33,1.25,14.0,0.71,4
465,116250,32.5,2.29,10.33,7.04,19.5,1.5,3
260,65000,44.5,0.5,12.0,0.0,8.0,0.71,4
115,28750,38.25,1.92,13.0,7.18,19.0,2.83,6
329,82250,39.33,0.47,17.5,1.5,14.33,0.94,4
325,81250,36.67,0.94,7.0,0.82,20.75,0.43,5
401,100250,33.75,2.59,22.25,2.86,16.75,2.59,6
140,35000,45.0,0.0,16.5,2.96,22.5,2.6,0
7,1750,21.75,0.43,24.0,0.0,24.75,0.43,0
275,68750,43.25,0.43,8.5,2.6,31.0,0.0,1
279,69750,45.0,0.0,16.25,0.43,12.0,2.16,5
117,29250,48.0,0.0,2.75,0.43,5.75,0.43,2
312,78000,36.25,2.86,10.0,4.06,15.75,2.86,6
384,96000,35.0,1.41,21.5,0.5,20.67,2.05,6
357,89250,34.75,4.26,17.25,3.27,12.5,5.22,3
271,67750,45.33,0.47,18.0,0.0,10.0,1.22,4
461,115250,32.75,3.27,9.0,5.35,18.25,2.77,3
423,105750,42.0,0.0,21.25,0.83,29.25,0.43,1
283,70750,43.5,0.5,15.75,0.43,18.0,0.0,5
36,9000,38.75,0.43,19.75,3.27,14.0,5.34,3
252,63000,36.25,0.43,13.67,0.94,22.25,1.3,5
320,80000,45.0,0.0,25.25,0.83,33.75,1.3,1
115,28750,31.5,2.96,17.0,2.55,15.0,6.12,3
201,50250,30.0,0.0,21.0,0.0,14.67,0.47,5
74,18500,39.0,4.32,16.0,2.94,20.75,1.64,6
171,42750,25.0,6.0,16.75,2.77,18.25,3.9,1
52,13000,36.75,0.83,21.0,1.87,13.0,5.48,6
339,84750,29.75,0.43,3.5,1.66,0.0,0.0,2
8,2000,39.0,3.67,18.25,3.11,14.0,8.46,3
258,64500,29.0,0.0,13.5,1.5,12.25,1.09,0
250,62500,43.5,0.5,18.0,0.0,31.75,0.43,1
268,67000,42.67,1.7,15.75,1.3,15.67,1.7,6
140,35000,39.5,0.5,10.25,0.43,12.25,0.43,2
142,35500,34.75,3.03,18.25,8.32,16.33,3.3,6
92,23000,35.25,4.15,21.5,1.8,20.75,2.38,6
468,117000,39.5,0.5,3.75,0.43,18.0,0.0,2
163,40750,43.5,0.5,15.0,0.0,13.25,1.64,4
170,42500,34.5,4.5,14.0,1.22,16.75,3.03,3
173,43250,26.5,4.09,17.5,1.5,18.0,4.74,3
81,20250,30.0,0.0,20.75,0.43,21.0,0.0,5
126,31500,43.33,0.47,26.0,1.41,24.25,0.43,1
99,24750,45.0,0.0,25.0,1.22,37.0,0.82,1
255,63750,40.5,0.5,12.0,0.0,1.5,0.5,2
212,53000,34.5,1.5,18.0,1.87,21.25,2.38,6
48,12000,48.0,0.0,4.5,2.06,7.4,0.49,2
77,19250,42.5,0.5,16.25,0.83,12.5,1.66,4
437,109250,33.75,1.3,3.5,0.5,18.0,0.0,0
217,54250,45.25,0.43,27.75,0.83,31.25,0.83,1
215,53750,43.5,0.5,15.0,0.0,12.75,1.3,4
305,76250,42.5,0.5,9.67,3.3,17.0,0.82,4
236,59000,25.67,4.19,18.5,5.22,11.67,6.22,3
479,119750,45.0,0.0,18.75,0.43,9.0,0.0,4
107,26750,42.0,0.0,18.0,0.0,34.0,1.41,1
408,102000,44.25,0.83,21.0,0.0,21.5,0.5,5
103,25750,30.0,3.94,18.75,2.49,20.0,3.74,3
296,74000,43.5,0.5,15.67,0.47,17.33,0.94,5
471,117750,36.0,0.0,7.5,1.12,15.75,0.83,5
335,83750,32.5,5.12,15.0,1.87,13.0,3.39,1
414,103500,45.0,0.0,10.0,1.22,14.5,0.5,4
290,72500,35.0,1.22,18.75,0.83,16.5,1.12,0
105,26250,42.5,0.5,20.0,0.0,14.33,0.94,5
219,54750,32.75,3.7,17.5,1.5,13.33,1.89,3
342,85500,39.25,0.43,1.0,0.0,2.25,0.83,2
167,41750,48.0,0.0,13.0,0.0,12.0,0.0,2
313,78250,27.0,0.0,22.5,1.5,20.25,1.48,0
421,105250,25.0,0.0,15.0,0.0,13.5,1.12,0
267,66750,38.0,3.61,15.33,3.09,18.33,5.44,3
103,25750,43.5,0.5,13.25,1.3,11.0,1.41,4
330,82500,37.0,3.24,18.33,3.4,20.33,0.47,6
237,59250,25.0,0.0,18.67,0.47,27.0,0.0,0
306,76500,36.33,4.5,16.25,9.63,17.33,1.7,6
29,7250,34.67,3.4,18.0,2.94,17.75,3.56,3
145,36250,45.5,0.5,15.5,0.5,18.0,0.0,4
226,56500,36.0,0.0,21.0,0.0,21.75,0.83,0
253,63250,33.0,0.0,15.25,0.43,23.5,0.5,0
288,72000,45.5,0.5,16.25,0.43,20.25,0.43,4
248,62000,38.25,0.83,7.0,0.82,18.0,0.0,5
194,48500,43.5,0.5,22.25,1.3,25.75,0.83,5
53,13250,36.0,2.12,16.5,1.5,17.0,3.24,3
253,63250,39.33,0.47,9.67,5.44,20.5,0.87,6
165,41250,45.0,0.0,11.33,1.7,21.0,0.71,5
88,22000,24.5,0.87,16.5,1.66,27.25,0.43,0
155,38750,44.5,0.5,14.75,1.79,23.25,1.3,1
37,9250,42.0,0.71,14.5,2.29,9.0,4.12,4
243,60750,36.25,2.17,17.25,2.59,18.75,1.92,6
189,47250,33.0,0.0,21.0,0.0,18.0,0.71,5
125,31250,43.25,1.3,13.5,0.87,20.75,0.43,5
189,47250,45.0,0.0,12.0,0.0,14.25,0.83,4
356,89000,39.5,0.5,4.0,0.0,18.0,0.71,2
290,72500,38.5,3.91,16.25,1.79,12.33,8.01,3
79,19750,30.0,0.0,21.0,0.0,16.75,1.3,0
127,31750,48.0,0.0,5.75,0.43,5.33,0.94,2
410,102500,34.75,3.96,18.5,0.5,14.75,4.6,3
243,60750,45.0,0.0,23.33,0.47,36.0,0.0,1
441,110250,44.75,0.43,21.25,1.09,31.0,0.0,1
474,118500,39.5,5.22,12.0,3.0,7.67,4.5,3
216,54000,43.67,0.47,9.0,0.0,16.33,0.94,4
285,71250,28.0,0.71,13.75,1.09,12.75,1.3,0
45,11250,40.83,0.69,22.0,0.71,29.25,0.43,0
181,45250,33.0,0.0,21.0,0.0,18.0,0.0,5
437,109250,33.0,2.12,19.0,4.06,16.75,2.59,1
154,38500,46.0,0.71,16.25,0.43,14.25,1.3,4
393,98250,45.0,0.0,20.0,0.0,16.5,0.5,4
262,65500,45.0,0.0,16.75,0.43,23.0,1.0,5
444,111000,37.25,3.56,15.75,1.48,22.5,1.12,6
132,33000,33.33,4.71,24.0,0.0,7.25,7.95,6
309,77250,39.25,5.31,11.75,3.7,16.75,1.48,3
123,30750,27.0,0.0,6.67,0.47,21.75,0.83,0
247,61750,32.0,5.52,13.5,6.87,17.5,2.6,6
381,95250,44.5,0.5,15.25,0.43,17.0,1.22,4
292,73000,35.0,2.83,19.0,1.63,11.25,5.36,6
14,3500,45.5,0.5,19.75,0.43,13.75,0.83,4
37,9250,45.25,0.43,21.0,0.0,14.75,0.43,4
380,95000,36.25,0.43,26.67,0.94,20.0,5.1,6
440,110000,45.0,0.0,20.25,0.43,31.5,0.5,1
11,2750,48.0,0.0,6.0,0.0,2.0,0.82,2
17,4250,29.0,0.0,7.75,0.43,8.5,0.5,2
452,113000,45.5,0.5,13.0,4.58,13.25,7.22,5
454,113500,26.25,9.68,20.33,2.36,24.0,2.45,3
433,108250,48.0,0.0,9.5,0.5,5.0,1.41,4
135,33750,45.0,0.0,24.25,0.43,23.33,0.47,1
259,64750,31.5,7.23,15.75,3.27,14.25,2.49,6
227,56750,39.5,0.5,3.67,0.47,16.5,0.5,2
289,72250,39.0,0.0,23.67,0.47,36.67,0.94,1
31,7750,40.25,3.27,15.75,1.92,16.25,2.49,3
263,65750,39.0,2.55,16.25,3.7,19.25,1.48,6
180,45000,45.33,0.47,26.0,1.41,38.0,1.0,1
248,62000,30.0,0.0,20.67,0.47,20.5,0.5,0
252,63000,45.0,0.0,18.0,0.0,17.5,0.5,4
237,59250,40.67,0.47,12.0,0.0,2.0,0.82,2
255,63750,39.0,5.61,15.5,4.15,17.5,1.8,3
114,28500,33.5,8.67,18.25,3.11,18.75,2.49,3
62,15500,28.33,1.89,14.33,4.11,15.5,0.5,3
183,45750,36.0,0.0,9.75,3.34,20.0,1.41,6
87,21750,35.25,1.3,22.5,1.66,22.0,1.58,0
7,1750,37.5,1.12,12.67,0.47,20.25,1.3,6
5,1250,42.25,0.43,28.0,0.71,35.25,1.3,1
475,118750,43.5,0.5,15.0,0.0,16.0,0.71,4
446,111500,35.25,1.3,24.0,0.0,20.5,2.29,6
221,55250,41.5,0.87,10.0,1.41,20.0,1.22,1
234,58500,46.75,0.43,15.0,0.0,15.5,1.5,5
414,103500,30.75,6.87,14.5,2.87,11.5,4.5,6
49,12250,42.0,0.0,17.0,0.71,14.0,0.71,4
221,55250,31.33,0.47,18.75,0.43,22.33,0.94,0
196,49000,27.0,0.0,11.75,0.43,12.5,0.87,2
107,26750,43.67,0.47,24.0,0.0,36.0,0.0,1
339,84750,43.25,0.83,18.25,0.43,6.0,1.87,4
429,107250,25.25,0.43,24.0,0.0,23.25,0.83,0
145,36250,37.5,1.12,13.25,1.3,16.5,1.12,5
419,104750,48.0,0.0,2.0,0.82,11.67,0.47,2
100,25000,34.25,1.79,19.25,2.59,16.5,4.72,6
358,89500,27.0,0.0,15.0,0.0,13.0,1.0,0
229,57250,45.0,0.0,21.0,0.0,12.0,0.0,4
247,61750,40.0,1.0,12.0,0.0,2.0,0.71,2
75,18750,45.75,0.83,9.5,2.06,14.75,1.09,4
339,84750,47.75,0.43,9.5,0.5,16.75,0.83,4
19,4750,40.5,0.5,18.67,1.7,33.0,0.0,1
409,102250,24.0,0.0,24.0,0.0,14.5,2.6,0
293,73250,45.0,0.0,18.0,1.87,5.5,2.69,4
193,48250,42.0,0.0,15.0,0.0,11.25,1.3,4
234,58500,30.0,0.0,15.5,4.15,15.5,2.29,5
21,5250,46.5,0.5,18.33,0.47,12.33,0.47,5
211,52750,35.25,1.3,21.0,2.12,18.0,2.55,6
330,82500,39.5,0.5,5.75,0.83,18.0,0.0,2
377,94250,42.5,0.5,12.5,0.5,8.0,0.71,4
259,64750,44.5,0.5,11.5,0.5,6.75,1.09,4
234,58500,36.5,5.68,10.25,4.76,16.25,2.28,1
29,7250,30.0,0.0,18.75,0.83,21.5,0.5,5
202,50500,43.67,0.47,18.75,0.43,35.0,1.41,1
464,116000,27.0,0.0,13.75,0.43,8.5,0.5,0
352,88000,26.67,0.47,22.0,1.41,13.5,1.5,5
200,50000,37.67,2.36,12.67,3.4,17.75,3.9,3
256,64000,33.0,0.0,15.0,0.0,23.5,0.5,0
10,2500,48.0,0.0,23.75,0.43,16.75,2.17,5
31,7750,45.5,0.5,13.75,1.09,18.5,0.5,5
399,99750,36.75,1.3,16.0,2.92,8.75,6.42,3
